"country_name","sub_country_name","set_description","set_text","set_designer","set_start_year","set_start_month","set_start_day","set_end_year","set_end_month","set_end_day","set_perf_info","set_type_number","set_watermark_number","sg_number","stamp_prefix","stamp_sg_number","stamp_pre_suffix","stamp_suffix","stamp_description","variety_description","stamp_issue_price","stamp_type_number","stamp_unused","stamp_used","variety_flag"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","54","NULL","54","NULL","NULL","pale green (11.9.47)","NULL","1s.","10","22000.00","1000.00","S"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","55","NULL","55","NULL","NULL","green","NULL","1s.","NULL","22000.00","1000.00","S"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","56","NULL","56","NULL","NULL","deep green","Die 1 (1847)","1s.","NULL","22000.00","1000.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","56","NULL","56","NULL","NULL","deep green","Die 2 (1854)","1s.","NULL","24000.00","1100.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","56","NULL","56","NULL","NULL","deep green","NULL","1s.","NULL","26000.00","1200.00","S"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","57 s","NULL","57","NULL","s","brown (6.11.48)","Opt. “SPECIMEN” (1, 2)","10d.","11","3000.00","NULL","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","57","NULL","57","NULL","NULL","brown (6.11.48)","Die 1 (1848)","10d.","11","11500.00","1500.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","57","NULL","57","NULL","NULL","brown (6.11.48)","Die 2 (1850)","10d.","11","11000.00","1500.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","57","NULL","57","NULL","NULL","brown (6.11.48)","Die 3 (1853)","10d.","11","11000.00","1500.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","57","NULL","57","NULL","NULL","brown (6.11.48)","Die 4 (1854)","10d.","11","12500.00","1700.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","57","NULL","57","NULL","NULL","brown (6.11.48)","NULL","10d.","11","11000.00","1500.00","S"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","58 s","NULL","58","NULL","s","mauve (watermark reversed) (1.3.54)","Opt. “SPECIMEN” (1, 2)","6d.","12","3800.00","NULL","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","58","NULL","58","NULL","NULL","mauve (watermark reversed) (1.3.54)","NULL","6d.","12","18000.00","1000.00","S"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","59","NULL","59","NULL","NULL","dull lilac","NULL","6d.","NULL","18000.00","1000.00","S"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","60 Wi","NULL","60","NULL","Wi","purple","Watermark upright","6d.","NULL","18000.00","1000.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","60 Wj","NULL","60","NULL","Wj","purple","Watermark inverted","6d.","NULL","18000.00","1000.00","V"
"Great Britain","Great Britain","NULL","The 1s. and 10d. are on “Dickinson” paper with “silk” threads. The 6d. is on paper watermarked V R in single-lined letters, W 13, which may be found in four ways—upright, inverted, upright reversed, and inverted reversed. In this listing the reversed watermark is taken to be ‘normal’.[gap]The die numbers are indicated on the base of the bust. Only Die 1 (1 W W) of the 6d. was used for the adhesive stamps. The 10d. is from Die 1 (W.W.1 on stamps), and Dies 2 to 4 (2W.W., 3W.W. and 4W.W.) but the number and letters on stamps from Die 1 are seldom clear and many specimens are known without any trace of them. Because of this the stamp we previously listed as “No die number” has been deleted. That they are from Die 1 is proved by the existence of blocks showing stamps with and without the die number. The 1s. is from Dies 1 and 2 (W.W.1, W.W.2).[gap]The normal arrangement of the “silk” threads in the paper was in pairs running down each vertical row of the sheets, the space between the threads of each pair being approximately 5 mm and between pairs of threads 20 mm. Varieties due to misplacement of the paper in printing show a single thread on the first stamp from the sheet margin and two threads 20 mm apart on the other stamps of the row. Faulty manufacture is the cause of stamps with a single thread in the middle.[gap]Through bad spacing of the impressions, which were handstruck, all values may be found with two impressions more or less overlapping. Owing to the small margin allowed for variation of spacing, specimens with good margins on all sides are not common.[gap]Double impressions are known of all values.[gap]Later printings of the 6d. had the gum tinted green to enable the printer to distinguish the gummed side of the paper.[gap]","Primary die engraved at the Royal Mint by William Wyon. Stamps printed at Somerset House","1847","NULL","NULL","1854","NULL","NULL","mperf (For paper and wmk see footnote)","NULL","NULL","60 Wk","NULL","60","NULL","Wk","purple","Watermark inverted and reversed","6d.","NULL","18000.00","1000.00","V"
